Item Name,Sale Price,Discount,Free Shipping,Total reviews
"Silver Star Cuff Bracelet, Flower Rose Cuff Bracelet, Rectangle Bracelet, Statement Cuff Bracelet, Chunky Cuff Bracelet, Boho Style Jewelry,",24.73,(25% off),X,2300.0
France style elegant freshwater pearl wire wrapped bracelet. Vintage style bracelet. Boho pearl bracelets. Wedding bracelets. Gift for her,45.80,No discount,O,1500.0
Copper Turquoise Adjustable Bracelet ~ Gold Plated 18k ~ Handmade ~Statement  Hippie ~Bohemian ~Jewelry ~Gift For Her ~Gemstone ~Body MB049,64.00,No discount,O,11200.0
Nashville Tennessee Map Cuff Bracelet Unique Gift for Women or Men,31.50,No discount,X,3600.0
"Pearl Bracelet • Bridesmaid Bracelet • Pearl Jewelry • Bridesmaids Gift • Layering Bracelet • Gift for Her • Gold Bracelet, Christmas Gifts",72.24,(20% off),O,4900.0
Mini Heart and November Birthstone Delicate Pearl Personalised Bracelet • Pearl Bracelet • Gift For Her • Birthday Gift • Bloom Boutique,36.12,(20% off),O,15600.0
"Senja Disc Chain Anklet, Ankle bracelet, Handmade jewelry, Anklet for woman, Minimal anklet, Dainty anklet, Boho anklet, Pineapple Island",13.81,(20% off),X,18000.0
Mini Community Lesbian Flag Pin — LGBT Pride Badge Stud Gay Bisexual Enamel Badge Flag Card Necklace Bracelet Wedding Bridesmaid Gift Button,10.61,No discount,X,19400.0
Mini Initial Disc Personalised Slider Bracelet • Family Jewellery • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
"Couple Wristband, Friendship Bracelet, Couple Bracelet, Engraved Bracelet, Gift for Him, Roman Numeral Bracelet, Custom Name Bracelet",18.15,(30% off),O,5600.0
Lenora Dame Tiny Dino Charm Bracelet,45.00,(50% off),O,5100.0
"Family Birthstone Ring, Birthstone Ring, Dainty Ring, Diamond Ring, Gold Ring, Christmas Gift, Bridesmaid Gift, Mothers Day Gift",19.60,(30% off),O,36400.0
"Boho chic wrap bracelet, seed bead bracelet, layering necklace, summer jewelry",22.71,(15% off),X,1600.0
Circle Bracelet; open circle; dainty bracelet; stacking bracelet; gold bracelet; charm bracelet; silver bracelet; gold circle bracelet,34.00,No discount,X,2900.0
"Dainty Indian Agate Gemstone Cube Bead Bracelet, Tiny Agate Cubes, Minimalist Geometric Stacking Bracelet, Gold Fill / 925 Sterling Silver",50.46,No discount,X,2200.0
Girl’s Personalised Silver Charm Sweetie Bracelet,47.80,(20% off),X,14100.0
"Tourmaline Necklace, Protection Necklace, Valentine's Day",40.50,(10% off),O,1000.0
"Chunky 14K Gold Chain Bracelet, Thick Gold Link Chain, Minimal Stacking Gold Layered Bracelet, Paper Clip, Vintage Cable Chain Bracelet EB40",55.77,(30% off),O,2300.0
Ruby beaded bracelet | Dainty seed beads wristlet with pink crystals | Pink ruby gift for her | July birthstone,26.09,No discount,X,1600.0
"10 Tiny Tassels, Bracelet Tassel,Colorful Jewelry Tassels, Mini Bohemia Tassels,Craft Tassels,Silk Tassel,Earring Fringe",2.49,No discount,X,5400.0
"Gold Bangle Set of 6, Skinny Stacking Bracelet, Thin Bangles",120.00,No discount,O,4800.0
"Garnet Pendant Necklace, Real Gold Necklace, 14K Gold Pendant Necklace, Garnet Jewelry, Delicate Gold Necklace, Fine Jewelry, Natural Garnet",213.75,(25% off),O,4300.0
"Coordinate Mountain Bracelet, Personalized Explorer GPS Coordinates Leather Bracelet, Adventure Gift for Him, Hiking Guide Gifts",50.21,(25% off),O,3500.0
"Dainty Multicolour Apatite Gemstone Bracelet, Tiny 2mm Gemstones, Gold Fill or Sterling Silver, Delicate Stacking Bracelet",55.77,No discount,X,2200.0
"Personalized Gift, Celestial Jewelry, Rose Gold Zodiac Bracelet, Zodiac Sign, Constellation Bracelet, Astrology Bracelet, Zodiac Jewelry",23.40,(10% off),O,8700.0
"Unisex Black Tourmaline beaded Bracelet, Protection wristwear, evil eye Bracelet, Celtic Symbol tree of life, Hamsa hand Jewelry , Gifts",19.20,(20% off),X,5300.0
"Paper Clip Bracelet, 18K Gold Plated Stainless Steel, Waterproof Thick Panther Link Chain Bracelet, Vintage Style Jewelry Gift for Women",39.99,(20% off),O,3500.0
"Cuban Chain Anklet, Curb Chain Anklet, Gold Chain Anklet, Thick Chain Anklet, Chunky Chain Anklet, Statement Anklet, Trendy, 3mm 6mm 8mm",16.19,(40% off),X,10600.0
"Gemstone Bangle,Stacking Bangles,Lapis Lazuli Bangle, Cuff Bracelet,Ethnic Bracelets,Moonstone Bracelet,Birthstone Bracelet JB106",135.44,No discount,X,1300.0
Personalized Grandma Bangle - Gift for Grandma Grandmother - Bangle with Names and Birthstones - Grandma Bangle Bracelet - Grandmother gift,13.94,No discount,X,1700.0
"Silver Leaf Cuff Brass, Leaf Cuff, Silver Cuff, Silver Bracelet, Floral Silver Bangle, Metal Bangle, Metal Bracelet, Leaf Bracelet, Big Cuff",268.00,No discount,X,1400.0
Personalized Mens Bracelet / Gift for Husband / Boyfriend Gift for Men / Festival Accessories Homme / Red Brown / Cotton / Necklush,35.00,No discount,O,4600.0
Ubahn industrial warehouse chain link bracelet in steel | grunge industrial modern stainless steel mens bracelet adjustable hand made punk,33.00,No discount,X,1300.0
Catskill Mountains Upstate New York Map Cuff Bracelet Upstate Gift for Men or Women,31.50,No discount,X,3600.0
Schenectady New York Map Cuff Bracelet Unique Hometown Gift,31.50,No discount,X,3600.0
"Personalized Liberty Bracelet Mitsi Parma Cord, Women's Bracelet, Mom Gift, Mother-Daughter Bracelet, Valentine's Day Gift",16.49,No discount,X,16900.0
red bracelet polaris pearls handmade,27.29,No discount,X,1500.0
"Zodiac Flower Gift Box, Amethyst Bracelet, Magical Amulet, Amethyst Crystal Box, Personalized Gift, Friend Gift",28.80,(10% off),O,1000.0
Sterling Silver Mimi Bracelet Unique Gift for Mom Grandma Grandmother Mother in Law Mothers Day Gift Idea Mother's Day Bangle Charm Bracelet,39.95,(10% off),O,23600.0
Bracelet with balls - Protection bracelet - Delicate Bracelet - Minimalist - Handmade Jewelry - Personalized Gifts - Gift for her - Gifts,19.10,(20% off),X,2600.0
"Amethyst Bracelet, February Birthstone, Birthday Gift for Her, Unique Handmade Jewelry, Amethyst Jewelry",32.25,(25% off),X,41400.0
Duo Bead Chain Anklet • Delicate Anklet • Fine Beaded Chain Anklet • Summer Jewelry • Perfect Gift for Her • BR016,28.70,(30% off),O,570300.0
Rolo Chain Anklet Gold | Delicate Ankle Bracelet Flattened Rolo Chain 18K Gold Plated Stainless Steel,29.05,(5% off),X,13900.0
White Garden Rose Dried Floral Corsage/ Wedding Flowers/ Dried Flowers,35.00,No discount,O,4300.0
Solid Gold Bezel Set 1 CT Birthstone Bracelet / Personalized Family Bracelet / Multi-stone Bracelet / Custom Made Birthstone Gifts for Women,136.80,(20% off),O,1400.0
"Green Bracelet, Bridesmaids Green Bracelets, Fern Green Crystal Cuff Bracelet, Lime Green Crystal Bracelet, Green Crystal Cuff Bracelet",51.20,(20% off),O,16200.0
"Rose Gold Wedding bracelet, Cubic zirconia bracelet, Bridal jewelry, Rose gold bracelet, Cuff bracelet, CZ Wedding jewelry, Gift for Bride",65.50,No discount,O,6200.0
Pair of Grandmother Granddaughter Keyrings In Giftbox | Birthday Gift | Mothers Day Gift | Best Friend Gift | Mother Daughter Keyrings,10.58,No discount,X,31000.0
Birthstone ring initial charm bracelet,38.51,No discount,O,2300.0
"Padparadscha Sapphire Bracelet with Black Spinel, Skinny Pink Orange Red Beaded Stacking Bracelet, Sterling Silver Rose Gold Filled",75.00,No discount,O,7100.0
Boho Hippie Pendant - Copper Wire Wrapped Bead Drop Dangle - Fabric Textile Bead - charm beads - art beads - jewelry making supplies,20.06,No discount,X,2400.0
Gold Bracelet • Wedding Bracelet • Gold Bridal Bracelet • Gold CZ Wedding Bracelet • CZ Wedding Bracelet • Fashion Bracelet • 4912,23.20,(20% off),X,30400.0
"LIZZIE Multistrand Seed Pearl Bracelet, Gold Cultured Pearl Bracelet, Small Dainty Pearl Bracelet, Freshwater Pearl Jewelry, Gift for Her",30.90,(30% off),O,4400.0
Paperclip Chain Bracelet - Rectangle Link Bracelet - Thick Chain Bracelet - Chunky Chain Bracelet - Bold Chain Bracelet - 14K Gold Filled,72.03,(40% off),O,8000.0
Personalised birthstone and freshwater pearl bracelet,30.81,(20% off),X,14100.0
Pave Diamond Evil Eye Charm Bracelet by NecklaceDreamWorld | 14K Diamond Third Eye Bracelet | Protection Bracelet,18.59,(40% off),O,36400.0
"Toro Wood Bead Bracelet, Handmade bracelet, Adjustable bracelet, Surfer bracelet, Beach bracelet, Man bracelet, Boho, Pineapple Island",5.84,(20% off),X,18000.0
Gold Pearl Anklet Freshwater Pearl Ankle Bracelet Dainty Anklet Beach Anklet White Pearl Anklet Bridal Anklet Pearl Jewelry Gold Anklet,40.80,(20% off),O,90000.0
Rope Chain Anklet Gold Plated | Ankle Bracelet Delicate Twisted Rope Chain Stainless Steel Jewellery,25.01,(5% off),X,13900.0
"myjori surfer wood bracelet forest, sailing rope, bracelet with engraving",28.43,No discount,X,2300.0
"Leather Bracelet For Women, Cuff, Handmade, Black Leather, Custom, Gifts for her, Antique Brass, Boho",31.45,(10% off),O,1900.0
"Light Green Chrysoprase Gemstone Bracelet, Gift for BFF Friendship Bracelets, Gold Stacking Adjustable Bracelet Tiny Chip Stone Beads, Boho",27.20,(20% off),X,78500.0
13mm Moon Beads - Man In The Moon Beads - Solstice Beads - Czech Glass Beads - Moon face Beads - Choose Amount,4.75,No discount,X,59000.0
"Black Herkimer Diamond Bracelet, Raw Crystal Bracelet, Gold Statement Chunky Link Chain, Natural April Birthstone, Rough Raw Stones",33.56,(20% off),X,78500.0
"Abstract Bracelet Ring Set, Silver Adjustable Silver Chunky Bangle, Gold Boho Style Jewelry, Gift for mum,",17.06,(25% off),X,2300.0
"Citrine & Sunstone Bracelet, Beaded Citrine Ombre Jewelry, Yellow Gemstone Stacking Bracelet, Multi Gemstone, Sunstone Jewelry",58.00,No discount,O,7100.0
"Edgy silver cuff bracelet handmade of rectangular silver wire and embellished with seven flattened silver balls - ""Union Cuff""",95.00,No discount,X,11700.0
"Genuine Baroque Pearl Toggle Bracelet,Statement Bracelet,Sterling Silver Bracelet,Gift for Bride,Handmade Bracelet,Unique Gift",43.12,No discount,O,1600.0
Personalised Silver Birthstone Charm Bracelet,47.80,(20% off),X,14100.0
Pittsburgh Pennsylvania Map Cuff Bracelet Custom Hometown City Gift for Men or Women,31.50,No discount,X,3600.0
"Delicate Pyrite Bracelet with Zambian Emerald, Skinny Pyrite Beaded Stacking Bracelet, Sterling Silver or Rose Gold Fill, Pyrite Jewelry",52.00,No discount,O,7100.0
Wrap leather bracelet - customizable bracelet with circuit board beads (resin covered),25.92,No discount,X,2700.0
"Nudo KNOT ACRYLIC RING, Acrylic Ring, Knot Ring, Lucite Ring, Colorful Ring, Candy Ring, Birthday gift, Birthday Ring, Contemporary Ring",33.00,No discount,O,1500.0
Memorial Bangle - Engraved bangle - Handwriting Bracelet - Signature Bangle - Handwritten Bangle - Mother gift - Graduation Gift,34.50,(25% off),O,7800.0
"Boutique Pastel Shell Bracelet, mermaid bracelet, shell bracelet,  kids bracelets, pink bracelet for kids, kids jewelry",5.99,No discount,X,2100.0
November Birthstone and Bar Personalised Bracelet • Citrine Birthstone • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
Delicate Charm Bracelet For Women Gold Evil Eye,24.90,No discount,X,1200.0
"9x9mm Gold Initial Letter Beads, Alphabet Beads, Initial Beads, Alphabet Blocks Micro Pave Initial Block CharmforBracelet Necklace,BLOCK-004",4.99,No discount,X,68200.0
"4th of July Bracelet, 4th of July Anklet, July 4th Stars Bracelet, Star Bracelet, Star Anklet (many colors of thread to choose)",9.75,No discount,X,7100.0
Vintage 1970s RARE Kim Naver for George Jensen Modernist bracelet Design 250,"5,000.00",No discount,O,2500.0
"Chunky Silver and Amber Bracelet, Square Amber Stone Bracelet, Bold Square Bracelet, Cognac Amber Bracelet, Large Orange Amber Bracelet Gift",376.23,No discount,X,1800.0
7 Chakra Bracelet Pride Bracelet Rainbow Bracelet Multicolor Bracelet,34.50,No discount,X,2000.0
"Gold Bracelet Chain, Layering Chain Bracelet, Gold Chain Bracelet, Figaro Chain Bracelet, Waterproof Jewelry, Gift for Her,",17.25,(25% off),X,26800.0
"Round freshwater pearl bracelet, gold-filled · Gift for her · Collection Riviera",43.21,No discount,X,2200.0
"Chrome Diopside Dainty Gemstone Bracelet, Tiny Green Gemstone Beads, Skinny Stacking Bracelet, Gold Fill or 925 Sterling Silver",99.59,No discount,X,2200.0
"BRUTALIST Asymmetrical Cuff Bracelet, Antique Silver Statement Chunky Bangle CUff, Modernist Jewelry, Black Friday sale, Christmas gift",20.47,(25% off),X,2300.0
Tribal Solid Silver Bracelet Ethnic Engraved Cuff Boho African style Bracelet- Made In Sterling Silver or White Bronze,79.00,No discount,X,2700.0
Orange and pink seed beads bracelet | Dainty layering bracelet with pearls | Friendship bracelet | Boho birthday gift,17.00,No discount,X,1600.0
Khaki bronze macrame friendship bracelet with tiger eye and multicolor glass beads,34.11,No discount,X,1600.0
Personalized Name Corgi 3D Name Cutout Leash Hook Holder | Wood Sign Hanger | Laser Wood Cutout Cut Name | Custom Name Sign,29.99,(50% off),X,107000.0
Adjustable Quartz Bar Druzy Crystal Bracelet,28.99,No discount,O,1300.0
"Colorful Crystal Stacking Bracelet, Genuine Gemstones, Everyday Summer Jewelry, Gold Box Chain Adjustable Bolo Bracelet, Turquoise Carnelian",17.00,(50% off),X,78500.0
"Monstera Bracelet, Willow Bracelet, Olive Branch Bracelet, Leaf Bracelet, Foliage Bar Bracelet | 14k Gold Fill, Sterling Silver | GBL_0140",65.00,No discount,O,82200.0
Bridge of the Gods Map Oregon Cuff Bracelet Columbia River Cascade Locks Unique Gift for Men or Women,31.50,No discount,X,3600.0
Baking themed charm bracelet - metal charm bracelet - baking themed jewelry - baking charms - baking gift - kitchen themed gift,18.00,No discount,X,1500.0
"Personalised Genuine Leather Wristband, Men's Wristwear, Leather Wristband for Men with Gift Box, Father's Day Gifts, Brother Gift",55.77,No discount,X,7800.0
"Bachelorette Weekend Hair Ties, Bachelorette Favors, Elastic Wrist Bands/Bracelets, Bachelorette Party Favors, Party Favors",2.97,(15% off),X,6000.0
Diamond Sapphire Petal Cuff - Montana Sapphire Open Cuff - Sterling and 18k Gold Skinny Leaf Cuff,329.00,No discount,O,2800.0
Flagstaff Arizona Map Bracelet Unique Gift for Men or Women,15.75,(50% off),X,3600.0
Czech Glass Buttons - 2 Hole Buttons - Czech Glass Beads - Wrap Bracelet Button - Picasso Beads - 14mm Button - 4pcs - (A142),2.29,No discount,X,36900.0
"Rose Quartz Bracelet | Men's, Women’s Stretch Bracelet | Gold or Silver Bead | Pink Natural Crystal Hand Made Jewelry",24.50,(30% off),O,3300.0
"LIGHTBLUE KNOT BRACELET, Acrylic Knot Bracelet, Bue Bracelet, Blue Bangle, Acrylic Bracelet, Acrylic Bangle, Baby Blue Bracelet, Blue Gift",48.00,No discount,O,1500.0
Soft Pink Multi Gemstone and Pearl Bracelet in Sterling Silver - 7.5 inches,79.99,No discount,O,1200.0
Karen Hill Tribe Sterling Silver PAIR Cuffs. Chunky. Gorgeous. 1015,346.99,No discount,X,5600.0
Personalised Rainbow Bracelet Gift Kit | Wooden Bracelet Making Kit,7.90,No discount,X,2800.0
Daisygirl Beaded Name Bracelet - Personalized Kids Jewelry - Custom Flower Theme - Children's Gift - Handmade Girls' Daisy Bracelet,39.50,(50% off),O,12000.0
rainbow bracelet polaris bracelet colorful,25.01,No discount,X,1500.0
"Gold Finger Jewellery 1 piece, Gold Bracelet, Nails Jewellery, Halloween, Filigree Jewelry, Fingers, Sugar skull, Photoprops, Finger claws",11.26,(10% off),X,4700.0
"Dainty Pastel Boho Multicolor Gold Bracelet with Feather Charm, Beaded Minimalist Colorful Cute Summer Friendship Bracelet Gift for Her",31.84,No discount,X,14400.0
Raccoon Necklace | Handcrafted Porcelain Jewelry | Camp Hollow Collectible Heirloom Art | The Perfect Gift | Collect them all!,60.00,No discount,O,7600.0
Boston Massachusetts Map Cuff Bracelet Unique City Gift for Men or Women,31.50,No discount,X,3600.0
Personalized Mama Bear Necklace | New Mom Gift | Personalized Jewelry Gift | Everyday Mom Necklace | Baby Shower Gift,61.00,No discount,O,15500.0
"ERYN BRACELET // Gold bridal bracelet, dainty pearl wedding bracelet, cz wedding bracelet, pearl bracelet, bridesmaid bracelet, freshwater",55.77,No discount,O,2600.0
Copper Filigree Clasp - Bracelet or Necklace Clasp - 2 Hole - 20x16mm - 1 clasp,4.25,No discount,X,59000.0
Gold Plated or Silver Bead Slider Bracelet,30.81,(20% off),X,14100.0
"Moonstone and silver bangle, Moon and stars bracelet, Celestial jewellery, Gift for astronomer, June birthday gift",99.59,No discount,O,1400.0
Crested Butte Whetstone Mountain Colorado Cuff Bracelet Unique Map Gift for Men or Women,31.50,No discount,X,3600.0
"Hippie Dangles, perfect for Dangle Earrings or Dangles Bracelet, Fabric Textile Bead Dangles, charm beads, jewelry making supplies",20.06,No discount,X,2400.0
Freshwater keshi coin pearl purple/pink/white high quality luster Nugget stud earrings. Trendy earrings. Minimalist earrings,34.80,No discount,O,1500.0
Florida Map Cuff Bracelet Gulf of Mexico Tallahassee Destin Pensacola Road Map Unique Gift for Men or Women,31.50,No discount,X,3600.0
Inclusive Rainbow Baton Pin — Minimalist Pride Flag Accessory Gay Protest Philadelphia Brown Black Lives QPOC POC Sticker Bracelet Badge,11.94,No discount,X,19400.0
Mens Necklace Amulet Charm Pendant in Sterling Silver 925,79.20,(10% off),O,4500.0
"Hematite Bracelet, Stacking Bracelet, Unisex Bracelet, Silver Hematite Bracelet, Yoga Bracelet, Hematite Beads, Healing Crystal Bracelet",17.00,No discount,X,1800.0
"Om silver necklace, Fatima hand necklace, Hansa necklace, Ohm necklace, Boho statement big cuff bracelet, Chic chunky Hand bracelet",17.06,(25% off),X,2300.0
Olympic National Park Lake Crescent Washington Map Cuff Bracelet Hiking Gift for Men or Women,31.50,No discount,X,3600.0
"Dainty Gold Bracelets, Chain Bracelet, Layering Bracelet, Choose Your Chain",25.20,No discount,X,8900.0
"Delicate Pyrite Bracelet with Zambian Emerald, Skinny Pyrite Beaded Stacking Bracelet, Sterling Silver or Rose Gold Fill, Pyrite Jewelry",52.00,No discount,O,7100.0
"14k Gold Flower Bracelet, Solid Gold Daisy Bracelet, Moving Charm Bracelet, Womens Minimalist Chain Bracelet, Tiny Floral Bracelet",186.39,(20% off),O,3000.0
"Personalised Bridesmaid Bangle, hand-engraved bridesmaid bangles, personalised bridesmaid thank you gift - Merci Maman",57.03,No discount,O,1000.0
"BLACK KNOT BRACELET, Acrylic Knot Bracelet, Black Bracelet, Black Bangle, Lucite Bracelet, Black Jewelry, Chofa Jewelry, Black Design",48.00,No discount,O,1500.0
"Sterling Silver Origami Cat Necklace, Fox Necklace, Cat Necklace, Cat Charm, Origami Jewelry, Cat Jewelry, Geometric Cat Necklace",28.99,No discount,X,8200.0
Amelia Island Florida Fernandina Map Cuff Bracelet Unique Gift for Her,31.50,No discount,X,3600.0
"Swiss Blue Topaz with Diamonds, 9K 14K 18K Gold Bracelet, Small Natural Gemstones, Pear-Shaped Topaz, November Birthstone, Gift for Her",184.50,(10% off),O,2300.0
Tribal Solid Silver Bracelet Ethnic Engraved Cuff Boho African style Bracelet- Made In Sterling Silver or White Bronze,79.00,No discount,X,2700.0
"Lace Bracelet, Bridal Bracelet, Bridal Jewelry, Bridesmaid Bracelet, Wedding Bracelet, Bridemaid Gift, Elegant Wedding Jewelry",29.95,(10% off),X,23600.0
"Sideways cross adjustable antique silver ring, christian cross open statement ring, womens cross chevalier ring, religious stackable ring",26.15,No discount,X,12800.0
Meadow flower bracelet Wedding wrist corsage Forget me nots bracelet Meadow accessories Wildflowers Jewellery Bridal accessories Magaela,21.60,No discount,X,9000.0
Personalized Initial Heart Bracelet- Engraved braid bracelet for her - Valentines gift for girlfriend,57.03,No discount,O,1000.0
"raw imperial topaz stud earrings, yellow topaz earrings, november birthstone studs, yellow topaz jewelry, gift for her november birthday",28.00,No discount,O,3400.0
"Rose Gold Wedding Earrings & Bracelet Set, Bridal Jewelry Set, Wedding Jewelry Set, Bridal Earrings Bracelet Set, CZ Wedding Bracelet Set",29.99,No discount,O,2300.0
"Set of 2 Personalized Engraved Couples Bracelets, Roman Numerals Date, Her One His Only, Boyfriend Couples Gift, His and Hers Matching Set",11.40,(40% off),X,3600.0
red bracelet with handmade murano beads sommerso heart silver flexible,63.67,No discount,X,1500.0
Baking themed charm bracelet - metal charm bracelet - baking themed jewelry - baking charms - baking gift - kitchen themed gift,18.00,No discount,X,1500.0
Saturn Charm Trans Pride Twist Bracelet - LGBTQ Pride - Pink White Blue - Adjustable Bracelet - Transgender Flag - Beach Bracelet,10.00,No discount,X,1100.0
"Bridal Wedding Bracelet,Swarovski Crystal Bracelet,Bridal Crystal Cuff,Bridesmaids Jewelry,Cuff Bracelet,Open cuff Bracelet,Crystal Bracelet",67.20,(20% off),O,16200.0
"Leather Bracelet for Women Flower Garden Cuff, Womens leather bracelet Cuff, Leather Wristband Bracelet Women, Gift for Her, 3rd Anniversary",48.50,No discount,O,5600.0
Chloe Heart and October Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
Chloe Heart and April Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
"Silver Wedding Bracelet, Bridal Jewelry, Wedding Accessory, CZ Bridal Bracelet, CZ Tennis Bracelet, Bridal Accessory, CZ Wedding Bracelet",25.99,No discount,O,2300.0
"Bead Chain Bracelet, Rolo Chain Bead Link Bracelet, Bead Gold Chain Bracelet, 14K Solid Gold Bracelet, 14K Chain Bracelet, Layering Bracelet",161.25,(25% off),O,4800.0
"Morse Code Bracelet · Personalized Gifts · Gifts for Her · Bridesmaid Gifts · Christmas Gifts, Best Friend Gift, Graduation Gifts, Mom Gift",43.16,(20% off),O,4900.0
"Bangle Bracelet Mother of the Groom Jewelry, Mother of the Bride Gift, Wedding Jewelry",33.60,(20% off),X,14800.0
Santa Cruz California Map Cuff Bracelet Unique Travel Hometown Gift for Women or Men,31.50,No discount,X,3600.0
Custom Raw Birthstone Necklace • Mother of 3 • Unique Mother's Day Gift • Natural Kids Birthstone Family Necklace • Boho Raw Gemstone,24.00,(20% off),O,33800.0
Black Rutilated Quartz Adjustable Bracelet ~ Gold Plated 18k ~ Handmade ~Statement  Hippie ~Bohemian ~Jewelry ~Gemstone ~ MB048,64.00,No discount,O,11200.0
February Birthstone and Bar Personalised Bracelet • Amethyst Birthstone • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
"Wedding Bracelet, Arm Cuff Bracelet, Arm  Bracelet, Boho Cuff Bracelet,  silver Arm Bracelet, Bridal Bracelet, Prom Bracelet",164.86,(50% off),O,2300.0
Garnet and Gold Bracelet - January Birthstone Bracelet - Garnet Bracelet,32.58,(10% off),O,13100.0
Chunky Turquoise Bracelet - Kaihekoa,110.00,No discount,O,4100.0
Raspberry Hot Pink Bracelet - Nohea,110.00,No discount,O,4100.0
"Gold Wedding Bracelet, CZ Bridal Jewelry, Bridal Accessory, Wedding Accessory, CZ Bridal Bracelet, Gold Tennis Bracelet, CZ Wedding Bracelet",29.99,No discount,O,2300.0
"Mira Gem Bracelet, Minimalist Bracelet, Gemstone Bracelet, Dainty Gold Bracelet, Gold Bracelet, Morganite Bracelet,  Gold Bead Bracelet",50.00,No discount,O,9400.0
Personalized Gold Bangle Bracelet - Gold Stainless Steel with Brass Initial Charms Bangle - Gift for Mom Mother's day Grandma Wife Present,17.81,No discount,X,1700.0
"Bridal bracelet, Mila, designer bridal jewelry, pearl bridal bracelet, crystal wedding bracelet, Bridal jewellery, bow bridal bracelet",36.38,No discount,O,1100.0
Vintage rhinestone silver tone metal bangle bracelet,31.84,No discount,O,3000.0
"Link Chain Bracelet, Edgy Silver Bracelet Chain, Edgy Jewelry, Womens Gift Jewelry, Silver Chain Bracelet for Women",45.48,No discount,O,1300.0
Vintage Plastic Bangle Bracelet/ Vintage Bracelet/ 1980s Bracelet/ Vintage Jewelry/ Vintage Bangle/ Costume Jewelry/ Retro Jewelry,10.35,(10% off),O,2800.0
"Personalized-gifts for her, March birthstone bracelet for women, gemstone jewelry for mom, boho, unique 40th, 60th, best friend gifts, March",62.49,(40% off),O,2200.0
"Amazonite Bracelet, Gold Bracelet, Silver Bracelet, 14k Gold Filled, Sterling Silver, Gemstone Bracelet, Paperclip, Chain, Bracelet",36.00,No discount,O,15100.0
Goddess Necklace - Athena - Persephone - Artemis - Aphrodite - Percy Jackson - Gold Coin Necklace - Greek Goddess Necklace - Vintage Coin,41.00,No discount,O,8800.0
"Custom Map Red Leather Bracelet, Personalized Mothers Day Gift for Mom from Daughter",45.15,No discount,X,4000.0
Los Angeles to San Luis Obispo California Road Map Cuff Bracelet Pacific Highway Gift for Men or Women,31.50,No discount,X,3600.0
White Cord Bracelet Knot Bracelet Rope Bracelet Sailor Knot Love Knot Rope Knot Bracelet Nautical bracelet Knot Nautical Knot Nautical Gift,13.64,No discount,X,1200.0
"Statement copper bracelet, real big copper bangle, woven with natural fiber, statement tribal boho bracelet, unique jewelry birthday gift",40.00,No discount,O,1200.0
Peachy Pink Freshwater Biwa Pearl Bracelet |  Baroque Pearl Bracelet | Mauve | Peach | Biwa Stick | Sliver Clasp | 6.5-6.75 Wrist Size,99.00,No discount,O,2100.0
Grand Canyon Zion Bryce Canyon Map Cuff Bracelet Unique Gift for Men or Women,31.50,No discount,X,3600.0
"Lotus leaf Necklace Bracelet Ring Set, Adjustable Statement Ring, Silver Chunky Bangle, Boho Style Jewelry, gift for her,",17.06,(25% off),X,2300.0
Boundary Waters Canoe Area Wilderness Cuff Bracelet Minnesota Map Unique Kayaking Gift for Men or Women,31.50,No discount,X,3600.0
"18k Gold Filled Bracelet, snake bracelet, Stack Bracelet, Bracelet Set, Beaded Bracelet, pearl bracelet, Gold Rope bracelet, beaded jewelry",17.56,(25% off),X,1000.0
Seaside Heights New Jersey Shore Map Cuff Bracelet Lavallette Ortley Beach for Men or Women,31.50,No discount,X,3600.0
Sterling Silver Pearl Cuff Bracelet Minimalist Pearl Bracelet Dainty Pearl Jewelry Arm Candy Sister Granddaughter Gift Wife Anniversary Gift,85.00,No discount,X,1400.0
Chloe Heart and July Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15600.0
Madison Wisconsin Map Cuff Bracelet Unique Gift Idea for Men or Women,31.50,No discount,X,3600.0
Real Pressed Flowers and Resin Bracelet in Blue Party Mix,28.00,No discount,X,1300.0
Bethany Beach Delaware Map Cuff Bracelet Unique Gift,25.50,No discount,X,3600.0
"Bracelet for Women, Personalized Friendship Bracelet, Inspiration Bracelet, Custom Leather Bracelet, Gift for Girlfriend, Christmas Gift",14.00,No discount,X,3100.0
"Blue Navy Bracelet, Bridal Navy Blue Crystal Bracelet, Bridesmaids Bracelet, Bridal Dark Blue Rose Gold Bracelet, Forearm Bridal Bracelet",72.80,(20% off),O,16200.0
"Silver bold irregular shape cuff, thick silver plated bracelet, stacking statement bracelet boho delicate minimalist, free people style,",31.84,No discount,X,2800.0
"Personalised Heart Bracelet, Name Bracelet, Gift For Daughter, 21st Birthday Gift",65.06,No discount,O,1600.0
